TILEMAP
256 105 							-- Size of tile map in tiles
16 16 							-- Tile size & block size
images/WhompEmTileSet.png 	-- Tilesheet
11 7 								-- Number of tiles in tilesheet
45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,59,-1,14,15,5,5,5,5,5,4,5,4,5,4,17,18,-1,-1,18,18,18,14,16,15,16,15,16,15,16,15,15,15,16,17,18,18,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,56,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,57,59,-1,-1,-1,18,14,15,16,5,5,4,5,4,15,17,-1,18,-1,-1,18,18,18,-1,-1,18,14,16,15,16,17,18,18,18,-1,-1,18,18,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,46,45,46,45,46,45,46,45,46,57,57,57,58,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,46,45,45,45,46,46,46,46,46,46,46,46,46,46,-1,46,57,57,59,-1,67,68,71,68,68,68,44,68,68,68,68,71,68,69,56,57,57,58,57,57,57,57,57,46,46,46,46,46,46,57,57,46,46,46,59,68,69,-1,-1,-1,-1,18,-1,18,-1,14,15,15,15,17,18,-1,-1,18,-1,-1,18,18,18,-1,-1,18,-1,-1,18,-1,-1,18,18,18,-1,-1,18,18,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,45,59,56,58,45,58,57,59,-1,44,-1,-1,56,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,46,45,46,45,46,59,56,57,57,45,46,45,58,45,46,59,44,56,57,57,46,45,46,46,57,57,59,56,46,46,46,46,57,57,57,59,44,69,-1,-1,-1,-1,-1,-1,71,-1,-1,-1,55,-1,-1,-1,-1,71,-1,-1,-1,-1,-1,44,-1,-1,67,68,71,56,58,59,56,58,59,71,71,56,58,59,69,-1,-1,-1,-1,-1,-1,18,-1,18,-1,-1,18,18,18,-1,18,-1,-1,18,-1,-1,18,18,18,-1,-1,18,-1,-1,18,-1,-1,18,18,18,-1,-1,18,18,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,-1,-1,-1,44,-1,-1,-1,-1,55,-1,47,49,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,46,45,46,58,59,71,71,44,69,56,57,57,44,45,59,71,55,71,71,71,56,57,57,59,44,69,67,71,56,57,57,59,68,44,68,69,55,47,49,-1,-1,-1,-1,-1,71,-1,-1,-1,66,-1,-1,-1,-1,71,-1,-1,-1,-1,-1,66,-1,-1,-1,-1,67,68,44,68,68,44,68,71,68,68,44,69,-1,-1,-1,-1,-1,-1,-1,18,-1,18,-1,-1,18,18,18,-1,18,-1,-1,18,-1,-1,18,18,18,-1,-1,18,-1,-1,18,-1,-1,18,18,18,-1,25,26,26,26,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,56,57,59,44,71,68,68,55,-1,-1,67,71,55,71,71,71,55,69,67,68,71,68,68,69,55,-1,-1,67,68,44,68,69,-1,55,-1,-1,55,-1,-1,-1,-1,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,-1,-1,-1,-1,-1,55,-1,-1,55,-1,71,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,18,-1,-1,18,18,18,-1,18,-1,-1,18,-1,-1,18,18,18,-1,-1,18,-1,-1,18,-1,-1,18,18,18,-1,36,37,37,37,37,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,67,68,55,69,-1,-1,55,-1,-1,-1,67,55,68,71,68,55,-1,-1,-1,71,-1,47,49,55,-1,-1,-1,-1,55,-1,-1,-1,55,47,49,55,-1,-1,-1,-1,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,-1,-1,-1,-1,-1,55,-1,-1,55,-1,71,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,18,-1,-1,18,18,18,-1,25,26,26,26,26,26,26,26,26,27,-1,18,-1,-1,18,-1,25,26,26,26,26,26,27,28,37,37,38,-1,-1,11,12,12,12,12,12,12,13,55,-1,-1,-1,55,-1,-1,-1,-1,55,47,49,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,55,-1,71,-1,55,-1,-1,-1,71,-1,-1,-1,55,47,49,-1,-1,55,-1,-1,-1,55,-1,-1,55,-1,-1,-1,-1,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,12,13,-1,-1,-1,55,-1,-1,55,-1,71,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,18,-1,-1,18,18,18,-1,36,37,37,37,37,37,37,37,37,38,-1,18,-1,-1,18,-1,36,37,37,37,37,37,38,39,37,37,38,-1,-1,22,23,23,23,23,23,23,24,55,-1,-1,47,48,49,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,55,-1,71,-1,55,-1,-1,-1,71,-1,-1,-1,55,-1,-1,-1,-1,55,-1,47,49,55,-1,-1,55,-1,-1,-1,-1,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,23,24,1,1,1,66,1,1,66,1,1,1,1,66,1,1,1,1,2,-1,-1,-1,18,-1,18,-1,25,26,26,26,26,26,27,28,37,37,37,37,37,37,25,26,26,27,-1,18,-1,36,37,37,37,37,37,38,39,37,12,12,12,12,33,34,34,34,34,34,34,35,55,-1,-1,-1,44,-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,47,49,55,-1,71,-1,55,-1,-1,-1,71,-1,47,49,55,-1,-1,-1,-1,55,-1,-1,-1,55,-1,-1,55,-1,-1,-1,-1,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,12,13,6,6,6,11,13,6,6,6,11,13,6,6,6,11,12,13,-1,-1,18,-1,18,-1,37,37,37,37,37,37,38,39,37,37,37,37,37,37,36,37,37,38,-1,18,-1,36,37,37,37,37,37,38,39,37,22,23,23,23,34,34,34,34,34,34,34,35,55,-1,-1,-1,55,-1,-1,-1,-1,55,-1,-1,47,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
